ID,Carrier,FlightNo,Destination,DepartTime,Day,Month,FlightLength,Delay,Delayed30
2366,UA,695,ORD,8-Mid,Fri,June,162,104,Yes
2367,UA,745,DEN,Noon-4pm,Fri,June,266,7,No
2368,UA,835,ORD,8-Noon,Fri,June,153,0,No
2369,UA,847,IAD,4-8pm,Fri,June,96,-4,No
2370,UA,361,DEN,4-8am,Sat,June,258,-5,No
2371,UA,405,DEN,8-Noon,Sat,June,266,-4,No
2372,UA,409,DEN,4-8pm,Sat,June,295,-7,No
2373,UA,661,ORD,8-Noon,Sat,June,151,0,No
2374,UA,667,ORD,4-8am,Sat,June,138,-1,No
2375,UA,669,ORD,4-8am,Sat,June,153,4,No
2376,UA,677,ORD,8-Noon,Sat,June,155,198,Yes
2377,UA,681,ORD,Noon-4pm,Sat,June,148,-5,No
2378,UA,685,ORD,Noon-4pm,Sat,June,161,2,No
2379,UA,689,ORD,4-8pm,Sat,June,161,-5,No
2380,UA,691,ORD,4-8pm,Sat,June,161,60,Yes
2381,UA,745,DEN,Noon-4pm,Sat,June,266,-1,No
2382,UA,746,DEN,4-8am,Sat,June,254,-5,No
2383,UA,835,ORD,8-Noon,Sat,June,153,0,No
2384,UA,71,DEN,8-Noon,Sun,June,268,-1,No
2385,UA,361,DEN,4-8am,Sun,June,258,-5,No
2386,UA,405,DEN,8-Noon,Sun,June,269,-9,No
2387,UA,409,DEN,4-8pm,Sun,June,295,220,Yes
2388,UA,661,ORD,8-Noon,Sun,June,155,0,No
2389,UA,667,ORD,4-8am,Sun,June,140,-4,No
2390,UA,673,ORD,8-Noon,Sun,June,151,-4,No
2391,UA,679,ORD,8-Noon,Sun,June,155,-5,No
2392,UA,681,ORD,Noon-4pm,Sun,June,150,-3,No
2393,UA,683,ORD,Noon-4pm,Sun,June,170,-4,No
2394,UA,685,ORD,Noon-4pm,Sun,June,164,1,No
2395,UA,689,ORD,4-8pm,Sun,June,161,33,Yes
2396,UA,691,ORD,4-8pm,Sun,June,161,39,Yes
2397,UA,695,ORD,8-Mid,Sun,June,162,-7,No
2398,UA,711,IAD,4-8pm,Sun,June,96,104,Yes
2399,UA,745,DEN,Noon-4pm,Sun,June,266,-7,No
2400,UA,835,ORD,4-8am,Sun,June,152,-3,No
2401,UA,71,DEN,8-Noon,Mon,June,268,2,No
2402,UA,361,DEN,4-8am,Mon,June,258,-4,No
2403,UA,405,DEN,8-Noon,Mon,June,266,14,No
2404,UA,409,DEN,4-8pm,Mon,June,295,-1,No
2405,UA,661,ORD,8-Noon,Mon,June,151,0,No
2406,UA,667,ORD,4-8am,Mon,June,140,-9,No
2407,UA,669,ORD,4-8am,Mon,June,151,-1,No
2408,UA,673,ORD,8-Noon,Mon,June,153,-7,No
2409,UA,677,ORD,8-Noon,Mon,June,155,69,Yes
2410,UA,679,ORD,Noon-4pm,Mon,June,153,15,No
2411,UA,681,ORD,Noon-4pm,Mon,June,148,-6,No
2412,UA,683,ORD,Noon-4pm,Mon,June,169,-7,No
2413,UA,685,ORD,Noon-4pm,Mon,June,161,0,No
2414,UA,687,ORD,4-8pm,Mon,June,161,-2,No
2415,UA,689,ORD,4-8pm,Mon,June,161,3,No
2416,UA,691,ORD,4-8pm,Mon,June,161,0,No
2417,UA,693,ORD,4-8pm,Mon,June,161,76,Yes
2418,UA,695,ORD,8-Mid,Mon,June,162,43,Yes
2419,UA,711,IAD,4-8pm,Mon,June,96,-1,No
2420,UA,745,DEN,Noon-4pm,Mon,June,266,-2,No
2421,UA,835,ORD,8-Noon,Mon,June,153,-9,No
2422,UA,71,DEN,8-Noon,Tue,June,268,9,No
2423,UA,361,DEN,4-8am,Tue,June,258,6,No
2424,UA,405,DEN,8-Noon,Tue,June,266,-4,No
2425,UA,409,DEN,4-8pm,Tue,June,295,-3,No
2426,UA,661,ORD,8-Noon,Tue,June,151,-4,No
2427,UA,667,ORD,4-8am,Tue,June,140,-5,No
2428,UA,669,ORD,4-8am,Tue,June,151,-4,No
2429,UA,673,ORD,8-Noon,Tue,June,153,-8,No
2430,UA,677,ORD,8-Noon,Tue,June,155,-7,No
2431,UA,679,ORD,Noon-4pm,Tue,June,153,-9,No
2432,UA,681,ORD,Noon-4pm,Tue,June,148,-5,No
2433,UA,683,ORD,Noon-4pm,Tue,June,169,2,No
2434,UA,685,ORD,Noon-4pm,Tue,June,161,-6,No
2435,UA,687,ORD,4-8pm,Tue,June,161,-13,No
2436,UA,689,ORD,4-8pm,Tue,June,161,-2,No
2437,UA,691,ORD,4-8pm,Tue,June,161,-6,No
2438,UA,693,ORD,4-8pm,Tue,June,161,-4,No
2439,UA,695,ORD,8-Mid,Tue,June,162,0,No
2440,UA,711,IAD,4-8pm,Tue,June,96,-5,No
2441,UA,745,DEN,Noon-4pm,Tue,June,266,2,No
2442,UA,835,ORD,8-Noon,Tue,June,153,-7,No
2443,UA,71,DEN,8-Noon,Wed,June,268,52,Yes
2444,UA,361,DEN,4-8am,Wed,June,258,-7,No
2445,UA,405,DEN,8-Noon,Wed,June,266,1,No
2446,UA,409,DEN,4-8pm,Wed,June,295,-2,No
2447,UA,661,ORD,8-Noon,Wed,June,151,31,Yes
2448,UA,667,ORD,4-8am,Wed,June,140,-4,No
2449,UA,669,ORD,4-8am,Wed,June,151,-12,No
2450,UA,673,ORD,8-Noon,Wed,June,153,-13,No
2451,UA,677,ORD,8-Noon,Wed,June,155,0,No
2452,UA,679,ORD,Noon-4pm,Wed,June,153,-3,No
2453,UA,681,ORD,Noon-4pm,Wed,June,148,-5,No
2454,UA,683,ORD,Noon-4pm,Wed,June,167,79,Yes
2455,UA,685,ORD,Noon-4pm,Wed,June,161,41,Yes
2456,UA,687,ORD,4-8pm,Wed,June,161,149,Yes
2457,UA,689,ORD,4-8pm,Wed,June,161,52,Yes
2458,UA,691,ORD,4-8pm,Wed,June,161,159,Yes
2459,UA,693,ORD,4-8pm,Wed,June,161,199,Yes
2460,UA,695,ORD,8-Mid,Wed,June,162,77,Yes
2461,UA,711,IAD,4-8pm,Wed,June,96,68,Yes
2462,UA,745,DEN,Noon-4pm,Wed,June,266,88,Yes
2463,UA,835,ORD,8-Noon,Wed,June,153,-6,No
2464,UA,71,DEN,8-Noon,Thu,June,268,-2,No
2465,UA,361,DEN,4-8am,Thu,June,258,-4,No
2466,UA,405,DEN,8-Noon,Thu,June,266,0,No
2467,UA,409,DEN,4-8pm,Thu,June,295,-4,No
2468,UA,661,ORD,8-Noon,Thu,June,151,-3,No
2469,UA,667,ORD,4-8am,Thu,June,140,-3,No
2470,UA,669,ORD,4-8am,Thu,June,151,0,No
2471,UA,673,ORD,8-Noon,Thu,June,153,-4,No
2472,UA,677,ORD,8-Noon,Thu,June,155,-7,No
2473,UA,679,ORD,Noon-4pm,Thu,June,153,-6,No
2474,UA,681,ORD,Noon-4pm,Thu,June,148,-8,No
2475,UA,683,ORD,Noon-4pm,Thu,June,167,-3,No
2476,UA,685,ORD,Noon-4pm,Thu,June,161,3,No
2477,UA,687,ORD,4-8pm,Thu,June,161,-5,No
2478,UA,689,ORD,4-8pm,Thu,June,161,-5,No
2479,UA,691,ORD,4-8pm,Thu,June,161,143,Yes
2480,UA,693,ORD,4-8pm,Thu,June,161,20,No
2481,UA,695,ORD,8-Mid,Thu,June,162,-6,No
2482,UA,711,IAD,4-8pm,Thu,June,96,-3,No
2483,UA,745,DEN,Noon-4pm,Thu,June,266,-5,No
2484,UA,835,ORD,8-Noon,Thu,June,153,-7,No
2485,UA,71,DEN,8-Noon,Fri,June,268,1,No
2486,UA,361,DEN,4-8am,Fri,June,258,-2,No
2487,UA,405,DEN,8-Noon,Fri,June,266,163,Yes
2488,UA,409,DEN,4-8pm,Fri,June,295,-3,No
2489,UA,661,ORD,8-Noon,Fri,June,151,-2,No
2490,UA,667,ORD,4-8am,Fri,June,140,-2,No
2491,UA,669,ORD,4-8am,Fri,June,151,-3,No
2492,UA,673,ORD,8-Noon,Fri,June,153,-7,No
2493,UA,677,ORD,8-Noon,Fri,June,155,-5,No
2494,UA,679,ORD,Noon-4pm,Fri,June,153,-3,No
2495,UA,681,ORD,Noon-4pm,Fri,June,148,-8,No
2496,UA,683,ORD,Noon-4pm,Fri,June,167,-4,No
2497,UA,685,ORD,Noon-4pm,Fri,June,161,-9,No
2498,UA,687,ORD,4-8pm,Fri,June,161,-3,No
2499,UA,689,ORD,4-8pm,Fri,June,161,-7,No
2500,UA,691,ORD,4-8pm,Fri,June,161,199,Yes
2501,UA,693,ORD,4-8pm,Fri,June,161,182,Yes
2502,UA,695,ORD,8-Mid,Fri,June,162,112,Yes
2503,UA,711,IAD,4-8pm,Fri,June,96,47,Yes
2504,UA,745,DEN,Noon-4pm,Fri,June,266,-2,No
2505,UA,835,ORD,8-Noon,Fri,June,153,-6,No
2506,UA,361,DEN,4-8am,Sat,June,258,-1,No
2507,UA,405,DEN,8-Noon,Sat,June,266,-2,No
2508,UA,409,DEN,4-8pm,Sat,June,295,27,No
2509,UA,661,ORD,8-Noon,Sat,June,151,-7,No
2510,UA,667,ORD,4-8am,Sat,June,138,-2,No
2511,UA,669,ORD,4-8am,Sat,June,153,0,No
2512,UA,677,ORD,8-Noon,Sat,June,155,-5,No
2513,UA,681,ORD,Noon-4pm,Sat,June,148,1,No
2514,UA,685,ORD,Noon-4pm,Sat,June,161,-4,No
2515,UA,689,ORD,4-8pm,Sat,June,161,-2,No
2516,UA,691,ORD,4-8pm,Sat,June,161,-9,No
2517,UA,745,DEN,Noon-4pm,Sat,June,266,-3,No
2518,UA,746,DEN,4-8am,Sat,June,254,14,No
2519,UA,835,ORD,8-Noon,Sat,June,153,0,No
2520,UA,71,DEN,8-Noon,Sun,June,268,-3,No
2521,UA,361,DEN,4-8am,Sun,June,258,6,No
2522,UA,405,DEN,8-Noon,Sun,June,269,-4,No
2523,UA,409,DEN,4-8pm,Sun,June,295,5,No
2524,UA,661,ORD,8-Noon,Sun,June,155,-3,No
2525,UA,667,ORD,4-8am,Sun,June,140,-4,No
2526,UA,673,ORD,8-Noon,Sun,June,151,2,No
2527,UA,679,ORD,8-Noon,Sun,June,155,-6,No
2528,UA,681,ORD,Noon-4pm,Sun,June,150,23,No
2529,UA,683,ORD,Noon-4pm,Sun,June,167,-4,No
2530,UA,685,ORD,Noon-4pm,Sun,June,164,-6,No
2531,UA,689,ORD,4-8pm,Sun,June,161,-3,No
2532,UA,691,ORD,4-8pm,Sun,June,161,-9,No
2533,UA,695,ORD,8-Mid,Sun,June,162,-4,No
2534,UA,745,DEN,Noon-4pm,Sun,June,266,-4,No
2535,UA,835,ORD,4-8am,Sun,June,152,-2,No
2536,UA,847,IAD,4-8pm,Sun,June,96,-5,No
2537,UA,71,DEN,8-Noon,Mon,June,268,-5,No
2538,UA,361,DEN,4-8am,Mon,June,258,2,No
2539,UA,405,DEN,8-Noon,Mon,June,266,-1,No
2540,UA,409,DEN,4-8pm,Mon,June,295,245,Yes
2541,UA,661,ORD,8-Noon,Mon,June,151,-5,No
2542,UA,667,ORD,4-8am,Mon,June,140,-2,No
2543,UA,669,ORD,4-8am,Mon,June,151,-2,No
2544,UA,673,ORD,8-Noon,Mon,June,153,-5,No
2545,UA,677,ORD,8-Noon,Mon,June,155,-4,No
2546,UA,679,ORD,Noon-4pm,Mon,June,153,10,No
2547,UA,681,ORD,Noon-4pm,Mon,June,148,-3,No
2548,UA,683,ORD,Noon-4pm,Mon,June,167,-8,No
2549,UA,685,ORD,Noon-4pm,Mon,June,161,0,No
2550,UA,687,ORD,4-8pm,Mon,June,161,-4,No
2551,UA,689,ORD,4-8pm,Mon,June,161,-10,No
2552,UA,691,ORD,4-8pm,Mon,June,161,0,No
2553,UA,693,ORD,4-8pm,Mon,June,161,-2,No
2554,UA,695,ORD,8-Mid,Mon,June,162,-1,No
2555,UA,745,DEN,Noon-4pm,Mon,June,266,-5,No
2556,UA,835,ORD,8-Noon,Mon,June,153,-3,No
2557,UA,847,IAD,4-8pm,Mon,June,96,-4,No
2558,UA,71,DEN,8-Noon,Tue,June,268,1,No
2559,UA,361,DEN,4-8am,Tue,June,258,0,No
2560,UA,405,DEN,8-Noon,Tue,June,266,-6,No
2561,UA,409,DEN,4-8pm,Tue,June,295,217,Yes
2562,UA,661,ORD,8-Noon,Tue,June,151,-4,No
2563,UA,667,ORD,4-8am,Tue,June,140,-5,No
2564,UA,669,ORD,4-8am,Tue,June,151,-4,No
2565,UA,673,ORD,8-Noon,Tue,June,153,-3,No
2566,UA,677,ORD,8-Noon,Tue,June,155,-8,No
2567,UA,679,ORD,Noon-4pm,Tue,June,153,-2,No
2568,UA,681,ORD,Noon-4pm,Tue,June,148,-8,No
2569,UA,683,ORD,Noon-4pm,Tue,June,167,266,Yes
2570,UA,685,ORD,Noon-4pm,Tue,June,161,291,Yes
2571,UA,687,ORD,4-8pm,Tue,June,161,0,No
2572,UA,689,ORD,4-8pm,Tue,June,161,198,Yes
2573,UA,691,ORD,4-8pm,Tue,June,161,0,No
2574,UA,693,ORD,4-8pm,Tue,June,161,76,Yes
2575,UA,695,ORD,8-Mid,Tue,June,162,0,No
2576,UA,745,DEN,Noon-4pm,Tue,June,266,3,No
2577,UA,835,ORD,8-Noon,Tue,June,153,-6,No
2578,UA,847,IAD,4-8pm,Tue,June,96,7,No
